"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary"
"349",0.11,0.84,7,264,4,0,1,0,"technical","medium"
"188",0.4,0.46,2,143,3,0,1,0,"hr","medium"
"3459",0.74,0.5,4,216,3,0,0,0,"sales","medium"
"7941",0.64,0.52,3,166,3,0,0,0,"technical","low"
"12769",0.1,0.84,6,293,5,0,1,0,"marketing","medium"
"12815",0.64,0.6,3,135,3,0,0,0,"RandD","low"
"5642",0.38,0.92,5,238,2,0,0,0,"product_mng","low"
"1732",0.41,0.56,2,133,3,0,1,0,"support","low"
"8307",0.27,0.48,3,97,6,0,0,0,"IT","medium"
"6773",0.54,0.54,3,196,3,0,0,0,"support","low"
"1306",0.62,0.77,5,227,4,0,1,0,"marketing","low"
"12184",0.11,0.8,6,285,4,0,1,0,"accounting","medium"
"1616",0.1,0.93,6,307,4,0,1,0,"sales","low"
"9683",0.22,1,6,244,3,0,0,0,"IT","medium"
"3324",0.84,0.51,4,173,2,0,0,0,"technical","low"
"13469",0.76,0.57,5,255,4,0,0,0,"management","medium"
"7633",0.55,0.61,4,272,4,1,0,0,"marketing","low"
"9696",0.31,0.59,4,218,5,0,0,0,"marketing","medium"
"6623",0.79,0.66,3,183,3,0,0,0,"management","high"
"13076",0.79,0.65,5,215,2,1,0,0,"sales","medium"
"2301",0.51,0.41,6,106,5,0,0,0,"sales","medium"
"13677",0.55,0.64,3,178,2,0,0,1,"sales","low"
"14634",0.86,1,5,257,5,0,1,0,"technical","medium"
"13417",0.77,0.89,4,153,7,0,0,0,"sales","medium"
"6551",0.73,0.67,4,153,3,0,0,0,"IT","high"
"13626",0.89,0.99,2,258,3,0,0,0,"sales","medium"
"9285",0.57,0.74,3,257,2,0,0,0,"support","low"
"8005",0.57,0.68,4,191,3,0,0,0,"product_mng","medium"
"12126",0.11,0.92,6,260,4,0,1,0,"support","low"
"3599",0.77,0.86,5,282,4,0,0,0,"sales","low"
"8046",0.64,0.83,4,179,3,0,0,0,"hr","low"
"6315",0.98,1,4,202,3,0,0,0,"support","low"
"8332",0.63,0.9,4,188,4,1,0,0,"sales","low"
"6580",0.72,0.63,4,207,3,0,0,0,"sales","low"
"10623",0.6,0.49,3,239,2,0,0,0,"sales","medium"
"332",0.11,0.85,7,302,4,0,1,0,"sales","low"
"888",0.41,0.51,2,137,3,0,1,0,"support","medium"
"5218",0.87,0.5,4,267,2,1,0,0,"accounting","medium"
"2307",0.8,0.98,2,232,6,1,0,0,"sales","low"
"2208",0.51,0.69,3,145,2,1,0,0,"RandD","medium"
"13111",0.89,0.91,3,233,2,0,0,0,"IT","medium"
"6931",0.58,0.78,3,223,3,0,0,0,"management","low"
"2670",0.33,0.7,5,271,4,0,0,0,"RandD","low"
"2539",0.79,0.76,3,160,3,0,0,0,"sales","low"
"7926",0.58,0.53,4,192,4,0,0,0,"IT","medium"
"9281",0.93,0.73,4,156,2,0,0,0,"support","low"
"3641",0.63,0.82,5,229,2,0,0,0,"support","medium"
"4673",0.58,0.72,4,259,3,0,0,0,"sales","medium"
"3919",0.38,0.5,2,187,2,1,0,0,"sales","medium"
"6037",0.97,0.47,3,157,4,0,0,0,"marketing","low"
"408",0.09,0.94,6,257,4,0,1,0,"sales","low"
"4237",0.93,0.87,5,154,2,0,0,0,"technical","medium"
"380",0.77,0.93,4,231,5,0,1,0,"hr","medium"
"12665",0.1,0.77,5,276,4,0,1,0,"support","low"
"2653",0.86,0.98,5,233,3,0,0,0,"technical","low"
"6043",0.72,0.76,3,269,3,1,0,0,"sales","medium"
"8077",0.78,0.83,4,158,3,0,0,0,"IT","high"
"5723",0.53,0.74,4,272,2,1,0,0,"RandD","low"
"9906",0.8,0.74,5,229,3,1,0,0,"technical","low"
"5394",0.91,0.97,4,139,3,0,0,0,"support","medium"
"6762",0.56,0.97,3,270,3,1,0,0,"technical","medium"
"5157",0.99,0.76,4,185,5,0,0,0,"technical","low"
"11600",0.64,0.67,2,223,3,0,0,0,"product_mng","medium"
"5703",1,0.94,3,257,4,0,0,0,"support","medium"
"3510",0.82,0.95,3,203,3,0,0,0,"RandD","medium"
"3407",0.6,0.63,4,192,3,0,0,0,"support","low"
"473",0.89,0.85,5,266,5,0,1,0,"sales","low"
"9042",0.48,0.63,5,129,5,0,0,0,"technical","medium"
"14476",0.42,0.5,2,139,3,0,1,0,"hr","medium"
"2253",0.62,0.98,4,137,3,0,0,0,"technical","medium"
"8348",0.97,0.6,6,168,5,1,0,0,"sales","high"
"8718",0.45,0.41,3,193,2,1,0,0,"sales","low"
"6103",0.96,0.55,4,234,4,0,0,0,"RandD","medium"
"3940",0.64,0.8,3,199,3,0,0,0,"support","low"
"2074",0.39,0.78,2,205,6,1,0,0,"sales","low"
"14751",0.11,0.94,7,244,4,0,1,0,"management","medium"
"3541",0.87,0.62,3,176,3,0,0,0,"accounting","high"
"7678",0.5,0.53,5,239,3,0,0,0,"technical","medium"
"4839",0.46,0.38,6,165,3,0,0,0,"accounting","low"
"3520",0.64,0.86,5,274,2,1,0,0,"sales","low"
"150",0.39,0.5,2,147,3,0,1,0,"marketing","low"
"12640",0.43,0.48,2,153,3,0,1,0,"accounting","low"
"2336",0.97,0.77,3,182,2,1,0,0,"support","low"
"2316",0.78,0.76,5,168,4,1,0,0,"sales","low"
"5379",0.84,0.5,5,195,3,0,0,0,"technical","low"
"6560",0.22,0.67,6,175,5,0,0,0,"RandD","medium"
"1421",0.44,0.57,2,145,3,0,1,0,"support","low"
"8406",0.69,0.72,3,243,3,0,0,0,"marketing","low"
"8844",0.8,0.57,3,162,2,0,0,0,"IT","medium"
"12117",0.86,0.68,5,263,2,0,1,0,"technical","medium"
"4439",0.72,0.72,3,217,2,0,0,0,"sales","medium"
"6639",0.78,0.76,3,238,3,0,0,0,"marketing","medium"
"7870",0.19,0.48,6,178,3,1,0,0,"sales","medium"
"3443",0.99,0.87,4,190,2,0,0,0,"marketing","low"
"8034",0.55,0.97,4,222,4,0,0,0,"sales","medium"
"7727",0.77,0.56,5,226,4,0,0,0,"sales","low"
"2558",0.61,0.55,5,260,3,0,0,0,"technical","medium"
"11305",0.57,0.9,5,145,3,0,0,0,"accounting","low"
"10841",0.63,0.64,3,180,3,0,0,0,"accounting","low"
"1943",0.4,0.47,2,144,3,0,1,0,"hr","medium"
"996",0.38,0.46,2,144,3,0,1,0,"management","low"
"6041",0.58,0.48,5,251,3,0,0,0,"sales","medium"
"2572",0.78,0.82,4,143,3,0,0,0,"support","medium"
"10880",0.73,0.67,4,205,3,0,0,0,"technical","low"
"11178",0.85,0.81,4,260,3,0,0,0,"product_mng","medium"
"8752",0.27,0.86,3,222,5,0,0,0,"support","medium"
"2186",0.73,0.79,4,145,2,1,0,0,"support","low"
"14167",0.83,0.76,2,255,7,0,0,0,"sales","low"
"13002",0.38,0.52,2,171,3,0,0,0,"accounting","medium"
"615",0.09,0.9,7,296,4,0,1,0,"technical","medium"
"10020",0.7,0.79,3,226,4,0,0,0,"sales","medium"
"11800",0.72,0.71,4,256,3,0,0,1,"sales","medium"
"8400",0.71,0.72,4,177,3,0,0,0,"accounting","low"
"14362",0.11,0.91,6,278,4,0,1,0,"marketing","low"
"3820",0.62,0.63,3,230,2,0,0,0,"management","medium"
"7293",0.79,0.87,4,253,2,0,0,0,"technical","medium"
"783",0.72,1,4,245,5,0,1,0,"sales","low"
"8223",0.52,0.55,5,192,3,0,0,0,"support","medium"
"2476",0.32,0.42,2,99,4,0,0,0,"technical","low"
"14600",0.45,0.5,2,157,3,0,1,0,"marketing","medium"
"7490",0.49,0.91,3,227,3,0,0,0,"sales","medium"
"275",0.11,0.9,6,254,4,0,1,0,"technical","low"
"5296",0.73,0.66,3,244,3,0,0,0,"accounting","low"
"12384",0.38,0.51,2,159,3,0,1,0,"sales","medium"
"10969",0.63,0.91,4,252,3,1,0,0,"support","medium"
"1591",0.43,0.48,2,147,3,0,1,0,"IT","medium"
"6482",0.77,0.74,2,187,6,0,0,0,"RandD","medium"
"5053",0.7,0.76,5,165,3,0,0,0,"sales","medium"
"6419",0.98,0.7,3,255,2,1,0,0,"marketing","low"
"941",0.92,0.92,4,245,5,0,1,0,"sales","low"
"14621",0.82,0.98,4,233,5,0,1,0,"sales","low"
"11390",0.16,0.42,3,182,3,1,0,0,"product_mng","low"
"660",0.77,0.91,5,221,6,0,1,0,"support","medium"
"3080",0.82,0.97,3,244,5,0,0,0,"sales","medium"
"5190",0.97,0.86,3,187,2,0,0,0,"sales","low"
"2919",0.67,0.82,4,171,2,0,0,0,"sales","medium"
"1908",0.81,0.92,5,239,5,0,1,0,"RandD","medium"
"3455",0.89,0.86,3,178,4,0,0,0,"sales","medium"
"5138",0.64,0.97,2,226,3,1,0,0,"sales","medium"
"8896",0.93,0.92,5,185,5,0,0,0,"technical","low"
"9567",0.93,0.59,5,158,3,0,0,0,"sales","low"
"9108",0.58,0.86,3,226,2,0,0,0,"sales","low"
"7196",0.51,0.58,4,169,2,0,0,0,"sales","low"
"8391",0.69,0.92,5,220,2,0,0,0,"product_mng","medium"
"1397",0.2,0.7,6,281,5,0,1,0,"sales","medium"
"4746",0.48,0.5,4,179,3,0,0,0,"sales","medium"
"2495",0.94,0.91,3,163,3,0,0,0,"support","medium"
"2189",0.18,0.8,2,110,5,0,0,0,"support","low"
"7117",0.77,0.51,4,142,4,0,0,0,"sales","low"
"14328",0.86,0.68,5,263,2,0,1,0,"technical","medium"
"7120",0.46,0.79,2,108,3,0,0,0,"sales","low"
"245",0.89,0.86,5,275,5,0,1,0,"sales","low"
"14645",0.87,0.84,4,264,6,0,1,0,"support","low"
"1164",0.78,0.99,5,241,5,0,1,0,"sales","medium"
"4222",0.71,0.99,4,238,4,1,0,0,"sales","high"
"14793",0.81,0.88,5,242,5,0,1,0,"support","medium"
"3249",0.76,0.62,3,150,2,1,0,0,"technical","medium"
"6283",0.98,0.66,3,204,2,0,0,0,"sales","medium"
"1409",0.39,0.53,2,136,3,0,1,0,"hr","low"
"2943",0.72,0.85,3,186,4,0,0,0,"technical","low"
"8838",0.81,0.52,4,274,3,0,0,0,"technical","medium"
"3635",0.58,0.97,3,265,3,0,0,0,"support","medium"
"7876",0.86,0.59,4,165,3,0,0,0,"sales","medium"
"9096",0.63,0.77,3,176,2,1,0,0,"sales","low"
"2392",0.87,0.65,4,246,2,1,0,0,"sales","low"
"12733",0.85,0.58,3,226,2,0,1,0,"support","medium"
"13405",0.75,0.6,4,186,10,1,0,0,"marketing","low"
"7879",0.79,0.63,3,212,2,1,0,0,"sales","medium"
"2777",0.52,0.72,3,253,3,0,0,0,"accounting","low"
"5150",0.44,0.36,2,136,3,0,0,0,"technical","high"
"4012",0.8,0.79,3,217,3,0,0,0,"technical","low"
"1189",0.09,0.8,5,279,4,0,1,0,"technical","low"
"12868",0.62,0.87,4,221,3,1,0,0,"support","low"
"5730",0.78,0.67,4,221,3,1,0,0,"support","low"
"824",0.44,0.53,2,154,3,0,1,0,"IT","low"
"10361",0.12,0.7,5,277,3,0,0,0,"support","medium"
"12236",0.83,0.85,4,255,5,0,1,0,"management","low"
"9381",0.51,0.73,5,241,3,0,0,0,"IT","low"
"8850",0.97,0.48,4,221,3,0,0,0,"RandD","medium"
"7527",1,0.56,3,182,3,0,0,0,"support","medium"
"8043",0.82,0.59,3,155,3,0,0,0,"accounting","medium"
"12756",0.37,0.48,2,160,3,0,1,0,"product_mng","low"
"2049",0.48,0.85,3,279,4,0,0,0,"IT","low"
"9084",0.57,0.75,4,151,2,0,0,0,"sales","medium"
"14830",0.45,0.57,2,148,3,0,1,0,"marketing","high"
"9347",0.85,0.66,3,235,3,0,0,0,"technical","low"
"14675",0.8,0.85,4,273,5,0,1,0,"management","low"
"13649",0.89,0.63,4,270,3,1,0,0,"sales","medium"
"1590",0.1,0.81,6,308,4,0,1,0,"IT","medium"
"9015",0.92,0.77,5,217,4,0,0,0,"marketing","low"
"9336",0.69,0.84,3,154,2,0,0,0,"sales","low"
"14283",0.09,0.77,5,275,4,0,1,0,"product_mng","medium"
"2252",0.62,0.38,3,257,3,0,0,0,"technical","medium"
"6120",0.75,0.86,3,249,3,0,0,0,"sales","low"
"5853",0.94,0.46,2,230,2,1,0,0,"support","low"
"2129",0.52,0.83,4,210,2,0,0,0,"product_mng","medium"
"9796",0.57,0.59,4,197,3,0,0,0,"sales","low"
"10624",0.95,0.54,4,235,4,0,0,0,"sales","medium"
"13631",0.64,0.66,5,157,2,0,0,0,"product_mng","low"
"8571",0.64,0.64,4,242,3,0,0,0,"sales","medium"
"13800",0.66,0.9,4,177,7,0,0,0,"sales","low"
"8552",0.88,0.59,4,240,2,0,0,0,"sales","low"
"3148",0.49,0.71,3,154,2,0,0,0,"sales","medium"
"11833",0.71,0.66,5,187,2,0,0,0,"sales","medium"
"14401",0.44,0.51,2,156,3,0,1,0,"technical","high"
"5773",0.77,0.83,6,271,3,0,0,0,"support","low"
"14537",0.41,0.52,2,135,3,0,1,0,"sales","low"
"12591",0.38,0.55,2,148,3,0,1,0,"support","low"
"13442",0.99,0.84,4,142,10,0,0,0,"technical","high"
"11766",0.92,0.64,4,190,10,1,0,0,"management","low"
"4039",0.79,0.73,5,155,3,0,0,0,"IT","medium"
"265",0.42,0.5,2,139,3,0,1,0,"hr","medium"
"6235",0.69,0.51,3,176,2,0,0,0,"support","low"
"12",0.11,0.81,6,305,4,0,1,0,"sales","low"
"7406",0.55,0.97,2,140,2,0,0,0,"sales","medium"
"14764",0.82,0.85,5,248,5,0,1,0,"sales","low"
"7637",0.69,0.94,4,239,3,0,0,0,"technical","low"
"6443",0.36,0.89,3,197,6,0,0,0,"hr","medium"
"11290",0.98,0.55,3,166,6,1,0,0,"sales","medium"
"3338",0.55,0.55,3,197,3,0,0,0,"support","high"
"797",0.45,0.49,2,151,3,0,1,0,"hr","low"
"6776",0.9,0.64,5,226,2,0,0,0,"technical","low"
"471",0.1,0.85,6,260,4,0,1,0,"sales","low"
"4219",0.89,0.68,4,258,2,1,0,0,"sales","low"
"4497",0.86,0.88,4,220,2,0,0,0,"product_mng","low"
"6558",0.8,0.8,3,175,2,0,0,0,"RandD","medium"
"1452",0.78,0.86,5,260,6,0,1,0,"marketing","low"
"2138",0.52,0.43,2,199,2,0,0,0,"sales","medium"
"5126",0.98,0.99,3,253,4,0,0,0,"sales","medium"
"3281",0.84,0.51,4,259,3,0,0,0,"RandD","medium"
"2450",0.91,0.7,3,132,4,0,0,0,"sales","medium"
"3630",0.15,0.67,6,209,5,0,0,0,"technical","low"
"9283",0.12,0.9,3,200,3,0,0,0,"support","low"
"143",0.11,0.8,6,256,4,0,1,0,"IT","low"
"1333",0.1,0.8,6,248,4,0,1,0,"technical","low"
"3566",0.63,0.86,3,269,4,0,0,0,"support","low"
"13008",1,0.55,4,186,4,1,0,0,"technical","medium"
"2299",0.6,0.64,2,137,5,0,0,0,"sales","medium"
"14139",0.58,0.76,4,197,5,0,0,0,"sales","low"
"5130",0.6,0.92,4,164,4,0,0,0,"sales","medium"
"1900",0.4,0.49,2,143,3,0,1,0,"product_mng","medium"
"3318",0.68,0.99,3,247,2,1,0,0,"technical","low"
"4434",0.54,0.81,5,195,4,0,0,0,"management","medium"
"13717",0.65,0.89,4,204,8,1,0,0,"support","low"
"11443",0.59,0.81,4,189,3,0,0,0,"sales","medium"
"1812",0.45,0.5,2,150,3,0,1,0,"support","low"
"12345",0.37,0.52,2,155,3,0,1,0,"technical","medium"
"6072",0.64,0.85,3,213,4,0,0,0,"technical","medium"
"9320",0.89,0.96,5,260,3,0,0,0,"sales","low"
"14770",0.43,0.55,2,136,3,0,1,0,"sales","low"
"6281",0.77,0.48,4,258,4,1,0,0,"sales","low"
"7247",0.71,0.63,3,249,3,0,0,0,"IT","low"
"4007",0.56,0.98,3,220,3,0,0,0,"technical","low"
"1632",0.1,0.85,6,283,4,0,1,0,"sales","medium"
"9379",0.94,0.62,3,147,3,0,0,0,"product_mng","low"
"13181",0.69,0.98,4,180,3,0,0,0,"support","medium"
"1024",0.42,0.57,2,159,3,0,1,0,"hr","low"
"4361",0.74,0.87,4,258,2,0,0,0,"marketing","medium"
"7814",0.69,0.75,5,201,3,0,0,0,"accounting","low"
"11204",0.48,0.71,2,162,3,1,0,0,"sales","high"
"13097",0.73,0.94,4,262,3,0,0,0,"support","low"
"13884",0.5,0.68,3,245,4,0,0,0,"marketing","medium"
"6465",0.67,0.97,5,239,3,0,0,0,"support","low"
"8271",0.38,0.42,2,127,4,0,0,0,"sales","medium"
"13085",0.62,0.71,4,268,3,0,0,0,"technical","low"
"11926",0.42,0.69,3,126,2,0,0,0,"sales","low"
"5169",0.6,0.8,3,191,2,0,0,0,"support","medium"
"4085",0.59,0.62,4,227,4,1,0,0,"technical","low"
"3446",0.73,0.73,4,194,2,0,0,0,"sales","low"
"8581",0.84,0.95,5,199,3,0,0,0,"accounting","high"
"4964",0.77,0.89,5,152,3,0,0,0,"support","medium"
"12349",0.11,0.84,7,264,4,0,1,0,"technical","medium"
"14879",0.38,0.51,2,159,3,0,1,0,"sales","low"
"9388",0.34,0.69,3,155,3,0,0,0,"marketing","medium"
"1775",0.37,0.5,2,142,3,0,1,0,"sales","low"
"11654",0.65,0.82,5,265,3,0,0,0,"IT","low"
"13122",0.51,0.5,4,130,3,0,0,0,"RandD","medium"
"10507",0.84,0.85,5,246,3,0,0,0,"support","medium"
"614",0.81,0.97,5,243,5,0,1,0,"support","medium"
"7121",0.57,0.95,3,274,4,0,0,0,"sales","low"
"4176",0.84,0.76,5,215,2,1,0,0,"support","low"
"10571",0.64,0.51,4,177,3,0,0,0,"technical","low"
"12494",0.1,0.94,6,309,4,0,1,0,"technical","medium"
"1675",0.56,0.86,5,252,2,0,1,0,"IT","medium"
"2260",0.77,0.99,4,153,3,1,0,0,"support","medium"
"11593",0.95,0.84,3,240,7,0,0,0,"sales","medium"
"8306",0.57,0.81,4,200,3,1,0,0,"IT","medium"
"9182",0.54,0.53,3,184,3,0,0,0,"sales","low"
"13502",0.18,0.61,5,174,6,0,0,0,"sales","medium"
"13087",0.66,0.91,3,191,4,0,0,0,"technical","low"
"4363",0.76,0.98,4,173,3,1,0,0,"sales","low"
"12479",0.76,0.83,5,227,5,0,1,0,"sales","low"
"14301",0.1,0.79,6,291,4,0,1,0,"sales","low"
"6609",0.78,0.96,4,245,3,0,0,0,"support","medium"
"1430",0.87,0.91,4,255,5,0,1,0,"support","medium"
"6818",0.26,0.45,5,187,2,0,0,0,"sales","low"
"1124",0.1,0.9,7,301,4,0,1,0,"technical","medium"
"2739",0.65,0.42,6,220,2,0,0,0,"product_mng","low"
"1889",0.1,0.81,6,245,4,0,1,0,"support","low"
"5017",0.76,0.45,5,177,6,0,0,0,"support","medium"
"10516",0.49,0.52,4,267,2,0,0,0,"technical","high"
"6548",0.15,0.78,5,255,3,0,0,0,"IT","high"
"4320",0.51,0.95,4,201,3,0,0,0,"technical","medium"
"3645",0.73,0.96,2,151,3,0,0,0,"technical","medium"
"12648",0.46,0.5,2,151,3,0,1,0,"technical","medium"
"9257",0.83,0.84,2,149,3,0,0,0,"sales","low"
"9936",0.63,0.67,4,229,3,0,0,0,"sales","medium"
"1797",0.88,0.91,4,234,6,0,1,0,"technical","low"
"14109",0.73,0.97,3,174,3,0,0,0,"sales","low"
"10130",0.54,0.95,4,149,3,0,0,0,"support","low"
"10873",0.2,0.42,4,256,5,0,0,0,"hr","low"
"14695",0.42,0.54,2,143,3,1,1,0,"sales","low"
"6393",0.9,0.92,3,139,3,0,0,0,"technical","low"
"9526",0.87,0.71,5,244,2,0,0,0,"IT","low"
"10402",0.99,0.9,4,175,3,1,0,0,"sales","high"
"972",0.72,1,5,264,5,0,1,0,"technical","medium"
"13406",0.61,0.89,3,242,10,0,0,0,"sales","high"
"825",0.37,0.56,2,138,3,0,1,0,"IT","low"
"2689",0.83,0.55,5,261,5,0,0,0,"sales","medium"
"8915",0.72,0.84,2,173,2,1,0,0,"management","high"
"1293",0.41,0.52,2,132,3,0,1,0,"RandD","low"
"9327",0.47,0.7,4,134,3,0,0,0,"sales","low"
"14704",0.11,0.83,6,244,4,0,1,0,"hr","medium"
"12884",0.87,0.97,4,243,3,0,0,0,"IT","high"
"4375",0.6,0.79,5,217,2,0,0,0,"sales","low"
"5890",0.14,0.52,4,108,6,0,0,0,"sales","low"
"160",0.45,0.45,2,132,3,0,1,0,"marketing","low"
"6971",0.64,0.57,4,271,2,0,0,0,"sales","medium"
"13505",0.87,0.48,5,170,3,0,0,0,"sales","low"
"1395",0.41,0.52,2,142,3,0,1,0,"sales","medium"
"10944",0.91,0.74,3,150,2,0,0,0,"accounting","medium"
"14088",0.4,0.47,5,173,5,0,0,0,"technical","medium"
"10154",0.96,0.81,4,183,3,0,0,0,"sales","medium"
"6003",0.79,0.86,3,126,5,0,0,0,"support","low"
"13236",0.66,0.58,4,244,3,0,0,0,"sales","medium"
"7045",0.7,0.48,4,237,3,0,0,0,"sales","low"
"7950",0.76,0.99,3,166,3,0,0,0,"sales","medium"
"14653",0.36,0.78,2,151,4,0,1,0,"technical","low"
"13846",0.77,0.73,3,201,10,0,0,0,"management","high"
"1309",0.09,0.94,6,266,4,0,1,0,"sales","medium"
"3144",0.81,0.69,5,134,2,0,0,0,"sales","medium"
"1835",0.09,0.9,6,295,4,0,1,0,"accounting","low"
"2931",0.93,0.86,4,219,3,0,0,0,"accounting","low"
"9345",0.86,0.73,3,159,3,0,0,0,"hr","medium"
"11060",0.68,0.97,3,174,2,0,0,0,"support","low"
"14297",0.11,0.87,6,305,4,0,1,0,"marketing","low"
"12992",0.87,0.94,4,189,3,0,0,1,"sales","medium"
"10674",0.63,0.72,6,163,4,0,0,0,"IT","high"
"7557",0.98,0.63,3,169,2,0,0,0,"marketing","low"
"13656",0.88,0.67,5,264,3,0,0,0,"product_mng","medium"
"10861",0.76,0.94,3,189,3,0,0,0,"sales","medium"
"2172",0.64,0.6,3,143,3,0,0,0,"technical","medium"
"13161",0.49,0.67,3,140,2,0,0,0,"hr","medium"
"3429",0.71,0.67,3,264,3,0,0,0,"IT","medium"
"6176",0.98,0.92,5,221,3,1,0,0,"product_mng","medium"
"13756",0.87,0.82,4,198,7,0,0,0,"sales","medium"
"3399",0.64,0.5,3,238,4,0,0,0,"technical","low"
"264",0.11,0.78,6,260,4,0,1,0,"hr","medium"
"6378",0.94,0.45,2,211,3,0,0,0,"technical","low"
"13853",0.22,0.7,4,159,5,0,0,0,"management","low"
"1342",0.9,0.94,5,247,5,0,1,0,"technical","low"
"5590",0.31,0.5,3,262,5,0,0,0,"sales","medium"
"6476",1,0.49,4,227,3,1,0,0,"IT","medium"
"12565",0.41,0.53,2,157,3,0,1,0,"accounting","low"
"14777",0.79,0.58,3,294,4,0,1,0,"hr","low"
"221",0.1,0.84,6,286,4,0,1,0,"product_mng","low"
"8175",0.63,0.85,5,214,2,0,0,0,"marketing","low"
"11315",0.66,0.59,4,179,3,0,0,0,"technical","low"
"5055",0.75,0.9,4,197,2,0,0,0,"sales","medium"
"6263",0.88,0.67,4,226,2,0,0,0,"technical","low"
"4682",0.65,0.89,4,240,3,0,0,0,"sales","low"
"6071",0.78,0.47,4,129,2,0,0,0,"technical","medium"
"5837",0.74,0.53,4,166,3,0,0,0,"hr","low"
"2401",0.97,0.4,4,258,4,1,0,0,"technical","medium"
"9117",0.88,0.58,5,213,4,0,0,0,"hr","medium"
"4993",0.55,0.91,4,187,4,1,0,0,"hr","low"
"1465",0.1,0.92,6,279,4,0,1,0,"sales","medium"
"10966",0.66,0.89,4,169,4,0,0,0,"support","low"
"10393",0.85,0.82,5,184,3,0,0,0,"sales","medium"
"4671",0.94,0.55,5,231,2,0,0,0,"sales","medium"
"8090",0.63,0.51,4,153,4,0,0,0,"RandD","low"
"478",0.09,0.79,6,275,4,0,1,0,"sales","low"
"7301",0.91,0.67,3,143,3,0,0,0,"support","low"
"14998",0.11,0.96,6,280,4,0,1,0,"support","low"
"1317",0.88,1,5,247,5,0,1,0,"sales","medium"
"14968",0.43,0.51,2,128,3,0,1,0,"sales","low"
"7868",0.57,0.52,4,252,2,0,0,0,"marketing","low"
"231",0.42,0.47,2,159,3,0,1,0,"marketing","low"
"6472",0.6,0.82,4,134,2,0,0,0,"IT","low"
"8594",0.36,0.39,3,98,3,0,0,0,"technical","low"
"13162",0.93,0.9,4,256,4,0,0,0,"technical","low"
"13691",0.51,0.8,5,268,3,0,0,0,"RandD","medium"
"12971",0.58,0.77,4,140,3,0,0,0,"RandD","low"
"7777",0.83,0.9,3,179,2,1,0,0,"product_mng","low"
"5504",0.56,0.63,4,204,4,0,0,0,"marketing","medium"
"2436",0.21,0.7,6,130,6,1,0,0,"RandD","low"
"11907",0.69,0.54,3,164,7,0,0,0,"sales","medium"
"14399",0.4,0.46,2,143,3,0,1,0,"hr","medium"
"7701",0.59,0.97,5,242,3,0,0,0,"product_mng","low"
"2975",0.21,0.76,5,239,2,0,0,0,"RandD","low"
"2532",0.44,0.66,3,162,2,0,0,0,"sales","medium"
"1504",0.4,0.46,2,155,3,0,1,0,"support","medium"
"9789",0.86,0.7,4,197,3,0,0,0,"sales","medium"
"1521",0.38,0.53,2,136,3,0,1,0,"product_mng","medium"
"4463",0.65,0.86,4,269,2,1,0,0,"hr","medium"
"11519",0.63,0.93,4,233,3,0,0,0,"IT","medium"
"14836",0.38,0.5,2,140,3,0,1,0,"sales","low"
"107",0.91,1,4,257,5,0,1,0,"accounting","medium"
"8326",0.61,0.89,3,201,2,0,0,0,"technical","low"
"3766",0.94,0.57,4,251,2,1,0,0,"sales","medium"
"457",0.86,0.93,5,223,5,0,1,0,"RandD","medium"
"12230",0.78,0.98,5,239,6,0,1,0,"marketing","low"
"12265",0.42,0.5,2,139,3,0,1,0,"hr","medium"
"4063",0.68,0.51,2,196,3,0,0,0,"sales","low"
"14437",0.9,0.97,4,258,5,0,1,0,"accounting","low"
"9900",0.79,0.85,4,100,6,0,0,0,"support","medium"
"4768",0.87,0.52,3,152,4,0,0,0,"technical","low"
"6314",0.24,0.73,4,273,5,0,0,0,"support","low"
"5270",0.86,0.58,4,220,5,0,0,0,"technical","low"
"5243",0.76,0.47,3,223,2,0,0,0,"support","medium"
"7423",0.89,0.53,4,208,3,0,0,0,"sales","high"
"850",0.54,0.94,6,294,3,0,1,0,"sales","medium"
"7586",0.74,0.9,3,285,3,0,0,0,"accounting","low"
"10521",0.58,0.87,4,181,3,0,0,0,"IT","medium"
"8514",0.3,0.98,2,109,4,1,0,0,"technical","low"
"12027",0.82,0.87,4,239,5,0,1,0,"sales","low"
"9841",0.46,0.73,6,256,4,0,0,0,"product_mng","high"
"12966",0.7,0.73,4,182,3,0,0,0,"IT","medium"
"1536",0.39,0.52,2,148,3,1,1,0,"marketing","low"
"601",0.77,0.98,5,259,6,0,1,0,"product_mng","low"
"648",0.46,0.5,2,151,3,0,1,0,"technical","medium"
"5140",0.58,0.75,4,255,3,0,0,0,"sales","medium"
"7859",0.4,0.61,3,165,2,0,0,0,"RandD","low"
"14571",0.09,0.91,6,275,4,0,1,0,"support","low"
"5210",0.74,0.66,3,177,2,0,0,0,"sales","low"
"2589",0.52,0.84,2,226,3,0,0,0,"RandD","low"
"7751",0.62,0.5,4,198,3,1,0,0,"technical","low"
"7081",0.97,0.95,4,173,2,0,0,0,"technical","low"
"5658",0.86,0.91,3,234,3,1,0,0,"marketing","low"
"7519",0.85,0.55,5,182,3,0,0,0,"technical","low"
"9634",0.23,0.84,5,131,5,0,0,0,"sales","low"
"9217",0.92,0.63,5,156,3,0,0,0,"technical","medium"
"14182",0.14,0.38,5,115,6,1,0,0,"marketing","high"
